test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,simple_http,00:00:20,step,2000,2000,0,100,0,85,12,91,129,26,10,35,14,69,29,38,47,39,11,62,0,0,0,0
